"Este contrapeso ciudadano y empresarial –activo, legítimo y pacífico– es necesario.","25/05/2024","El Tiempo Colombia","El  país está desbordado con noticias que surgen a diario sobre los escándalos de corrupción y la improvisación. Ante los fracasos, los funcionarios del Gobierno se enganchan en un peloteo que demuestra la falta de liderazgo y la ausencia de coordinación al más alto nivel. Sobran los ejemplos, como la salud de los docentes, los carrotanques de la UNGRD y, ahora, algo tan inusual como la caída de ingresos fiscales. Lo último que faltaba es que Dian y el Minhacienda, dos entidades inseparables, estén enfrentadas. La falta de manejo ha generado una densa neblina que no deja ver más allá de unos pocos metros. El titular de hoy es más escandaloso que el del día anterior. Y así, todos los días. Los grupos de WhatsApp están desbordados de comentarios que amplifican esas noticias y sirven para el desahogo colectivo. En medio de todo este ruido, que se traduce en pesadumbre, el país ha perdido su brújula. Como lo dejaron claro los jóvenes que se reunieron con el Presidente –más directos en su mensaje que los propios sectores empresariales–, empieza a sentirse una frustración generalizada, que se extiende a quienes apoyaron a Gustavo Petro con la ilusión de un cambio. Entre tanto, el Presidente-candidato lanza cada día tesis más controversiales que inundan las redes sociales y distraen la atención de los verdaderos problemas. Las cosas no tienen que ser así. Coincido con millones de personas que piensan que Colombia necesita –y merece– algo distinto. Correr detrás del Presidente y reaccionar a todo lo que dice termina por llenar al país de pesimismo y negatividad. ¿Qué va a pasar? ¿Para dónde va todo esto? Es lo que se pregunta todo el mundo. La respuesta es que el país va para donde nosotros queremos que vaya."
"Juventus tem acordo para que Thiago Motta assuma o time na próxima temporada, diz jornal","Sun, 07 Apr 2024 18:55:29 -0000","El Tiempo Colombia","Clubes de outros países e o também italiano Milan monitoram o treinador, atual quarto colocado no Campeonato Italiano com o modesto Bologna A Juventus, da Itália, vai encerrando mais uma temporada muito abaixo do esperado para a recentemente nove vezes campeã italiano seguido. Envolvida em um profundo escândalo de má gestão, o time espera terminar entre os três primeiros colocados nesta edição do Calcio — o que garante uma vaga direta na fase de grupos da Liga dos Campeões —, mas já tem um planejamento encaminhado para a próxima temporada. Turquia: Fenerbahçe disputa clássico pela Supercopa com time juvenil como protesto Dança das cadeiras: Lampard é favorito para ser o novo técnico da seleção do Canadá, diz jornal Com a saída do atual treinador, Massimiliano Allegri, praticamente certa em junho, o clube está em busca de um novo nome para a função e teria conversas adiantadas com o brasileiro Thiago Motta, que faz campanha de destaque na atual temporada com o modesto Bologna, atual quarto colocado no Campeonato Italiano, logo atrás da própria Juventus. Segundo o jornal italiano Calcio Mercatto, Cristiano Giuntoli, atual diretor esportivo da Juventus, já teria feito “um acordo de princípio entre as partes”, como meio de garantir Thiago Motta no comando do clube para a próxima temporada, dado o assédio de outros clubes europeus — entre eles o também italiano Milan — sobre o brasileiro. Técnicos do Flamengo: de Jorge Jesus a Tite Este é apenas o terceiro trabalho do brasileiro como treinador, tendo dirigido os também italianos Genoa e Spezia, além de uma passagem pelas categorias de base do PSG, clube pelo qual se aposentou como jogador, em 2018. Como jogador, Motta, que nunca jogou no Brasil (embora tenha atuado pela seleção de base) e é naturalizado italiano, foi revelado pelo Barcelona e atuou por times como Inter de Milão e Atlético de Madri. Com 58 pontos na classificação do Italiano (somente um atrás da Juventus), o Bologna, de Motta, vive grande fase na competição, com oito vitórias nas últimas dez partidas. Neste domingo, o time empatou fora de casa sem gols com o Frosinone. O Bologna volta a campo no próximo domingo, quando recebe o Monza. A Juventus joga ainda neste domingo, contra a Fiorentina, em casa."
"Após título, Atlético-MG provoca Cruzeiro nas redes: ""Joga milho que pipoca taça""","Sun, 07 Apr 2024 21:29:51 -0000","El Tiempo Colombia","Sob aplausos e ao som do bolero 'Besame Mucho', familiares e amigos homenagearam o cartunista Muitos risos, algumas lágrimas e um desfile de memórias, partilhadas por familiares e amigos, pontuaram o sepultamento de Ziraldo, no fim da tarde de domingo, no Cemitério São João Batista, no Rio. Num clima de saudade e de quase mesa de bar, em que todos relutavam em despedir-se do corpo, a filha Fabrizia sugeriu, a certo ponto. Homenagem ao cartunista: Paes atende a pedido da família de Ziraldo e fará estátua Zuenir Ventura: 'Ziraldo será o único brasileiro de sua geração a continuar sendo lido no ano 3000' Entre risos, lágrimas, música e memórias: amigos e familiares se despedem de Ziraldo — Quem vai cantar um bolero? — pergunta, no que o ator Antonio Pitanga, amigo de Ziraldo por 65 anos, objetou: — Tem que ser um Frank Sinatra! Acabou vencendo o bolero. Guiados pelas cantoras Paula e Dora Morelenbaum, os presentes entoaram um ""Besame mucho"". E, mais próximo da descida do caixão, o tema de ""O menino maluquinho"", famoso na voz de Milton Nascimento. — Quando vocês pensam que o caixão desce, ele está subindo — clamou Pitanga, enquanto o sepultamento era completado, sob uma salva de aplausos. Para ver Ziraldo: exposição no Rio celebra a obra do criador do Menino Maluquinho Veja desenhos: desenhistas, chargistas e cartunistas homenageiam Ziraldo após morte O chargista Chico Caruso, os atores Fernanda Torres, Tonico Pereira e Fernando Alves Pinto (sobrinho de Ziraldo), o humorista Hélio de La Peña, o baterista Marcelo Costa (parceiro de poker do falecido) e os jornalistas Maria Lúcia Rangel e Sérgio Augusto (companheiro dos tempos do jornal Pasquim) foram algumas das pessoas que acompanharam o enterro. O carro funerário com o corpo de Ziraldo chegou ao cemitério às 16h48, para um enterro marcado para as 16h30. — O Ziraldo sempre atrasado! — caçoava Sérgio. Cartunista Ziraldo morre aos 91 anos La Peña, do Casseta & Planeta, lembrou de quando começava no humor, com o jornal Casseta Popular, e foi entregar um exemplar a Ziraldo e, quem sabe, conseguir dele alguma colaboração — prontamente recusada: — Ele disse: ""vocês são de outra geração, vocês têm é que sacanear a gente!"" Chico Caruso lembrou de quando se revezava na charge do ""Jornal do Brasil"" e teve que sair correndo por causa do nascimento do filho, o hoje humorista Fernando Caruso. — Ele fez a charge e depois foi à maternidade, dizendo que era o avô do menino para não pagar estacionamento. Prometeu ao Fernando uma caixa de lápis que nunca deu, mas fez o convite do aniversário de 18 anos dele - conta Chico sobre Ziraldo, que foi para ele ""um grande amor"". Fernanda Torres, que estudou no colégio com os filhos de Ziraldo, recordou-se de invejar os cadernos escolares que o pai ilustrava para eles. — Eu me alfabetizei com o ""Flicts"" e depois alfabetizei meu filho com o ""ABZ do Ziraldo"". A letra N é uma obra-prima! - celebra Fernanda. Debruçado no túmulo, Antonio Pitanga foi um dos primeiros a tomar a palavra: — Nenhum de nós viveu a vida que esse homem viveu! Ziraldo é o jardim da amizade! Fabrizia Pinto contou a história da vez em que o pai foi a Nova York e se incomodou porque lá ninguém parava para cumprimentá-lo: — Então ele fez amigos por todo canto, só para conseguir continuar andando pela cidade. O produtor musical Antonio Pinto contou de quando o pai o levou à Disney, em 1979: — Veio o Pluto e disse: ""Ziraldo, deixa eu tirar uma foto com você!"" De memória em memória, cantoria em cantoria, a descida do corpo ao túmulo foi sendo adiada até quase o anoitecer. ""Essa urna é muito pequena para a grandeza do Ziraldo!"", ainda exclamou Tonico Pereira. Por fim, sob aplausos e assovios, a despedida foi feita."
